 5820. 5810. 5800. 5800. 5780. 5780. 5770. 5750. 5750. 5780. 5800. 5820. 5830. 5840. 5840. 5850. 5850. 5860. 5870. 5880.
 5780. 5824. 5842. 5855. 5840. 5851. 5825. 5832. 5832. 5852. 5847. 5890. 5873. 5902. 5871. 5894. 5867. 5884. 5893. 5860.
 5770. 5778. 5772. 5776. 5772. 5757. 5771. 5754. 5731. 5753. 5775. 5790. 5805. 5816. 5827. 5848. 5815. 5841. 5807. 5840.
 5730. 5815. 5763. 5811. 5772. 5822. 5793. 5822. 5819. 5836. 5841. 5831. 5812. 5834. 5838. 5858. 5807. 5818. 5765. 5800.
 5670. 5728. 5655. 5690. 5678. 5677. 5685. 5704. 5694. 5700. 5739. 5717. 5733. 5778. 5799. 5815. 5731. 5774. 5728. 5770.
 5590. 5690. 5626. 5662. 5634. 5672. 5662. 5691. 5672. 5713. 5730. 5742. 5742. 5788. 5800. 5777. 5672. 5715. 5668. 5740.
 5540. 5601. 5553. 5564. 5571. 5589. 5577. 5608. 5590. 5602. 5629. 5670. 5663. 5708. 5729. 5723. 5613. 5635. 5586. 5700.
 5540. 5625. 5550. 5586. 5576. 5587. 5556. 5552. 5543. 5566. 5599. 5655. 5633. 5656. 5688. 5626. 5524. 5558. 5552. 5660.
 5590. 5598. 5570. 5547. 5525. 5511. 5487. 5467. 5476. 5467. 5530. 5580. 5566. 5618. 5574. 5484. 5349. 5432. 5451. 5640.
 5590. 5608. 5536. 5542. 5510. 5468. 5447. 5428. 5441. 5422. 5524. 5520. 5580. 5560. 5490. 5369. 5206. 5290. 5385. 5600.
 5580. 5546. 5478. 5468. 5416. 5387. 5336. 5352. 5375. 5405. 5425. 5498. 5490. 5501. 5403. 5289. 5161. 5284. 5365. 5560.
 5530. 5515. 5430. 5417. 5339. 5317. 5258. 5274. 5277. 5321. 5393. 5451. 5506. 5512. 5432. 5319. 5226. 5314. 5422. 5510.
 5470. 5412. 5341. 5299. 5253. 5227. 5203. 5203. 5240. 5282. 5312. 5411. 5418. 5421. 5384. 5324. 5279. 5386. 5452. 5520.
 5380. 5342. 5274. 5266. 5237. 5233. 5216. 5214. 5237. 5322. 5395. 5478. 5507. 5521. 5445. 5428. 5390. 5419. 5519. 5520.
 5290. 5273. 5201. 5198. 5181. 5183. 5160. 5179. 5208. 5277. 5341. 5455. 5463. 5472. 5438. 5413. 5403. 5446. 5509. 5550.
 5270. 5220. 5190. 5180. 5180. 5180. 5190. 5200. 5240. 5360. 5470. 5530. 5570. 5570. 5540. 5470. 5460. 5470. 5500. 5550.
