  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577  -0.54650  -1.31081  -2.59551  -3.05499  -2.92520  -4.30506  -2.07937   3.62983   6.81203   6.42360   5.02209   3.59597   1.55565   0.37521  -0.59328   0.09619   2.13085   4.46582   4.78577
   0.00000  -2.47651  -0.67462  -1.81164  -1.77850  -1.15472  -4.19787  -2.45884   4.46110   7.06204   4.35130   3.37301   4.30582   3.59592   1.63345  -0.82010   0.20084   3.08417   7.64084  13.13734
   0.00000  -1.90898   0.51240   0.55541   0.76244   1.73472   0.08842   0.56007   4.90236   5.79155  -0.39007  -1.72505   3.76815   7.21891   2.48611  -5.43810  -5.35680  -1.51949   4.18841  12.12552
  -7.52080  -2.48342   0.08413   1.15606   0.43966   2.93747   3.19869   1.03211   3.65367   7.21860   1.95028   1.89419  10.91152  13.81569   1.90626 -12.27866  -8.96520  -1.23898   4.98309  15.04160
  -3.52464  -0.79863  -0.21490   1.85096   2.12250   4.48023   4.38357   3.14469   3.50640   7.64949   6.44306   5.24982  11.31822  14.11652  -0.64047 -19.76349 -12.83489  -0.22552   7.69738  17.62318
   3.32678   0.16282  -0.41356   4.34645   4.59252   2.55721   0.61494   2.18328   3.32100   7.45257  10.06374   7.97755   9.93213  14.06498   0.46010 -20.78862 -14.24699  -0.36566   9.09604  19.96069
  -3.16082  -1.63675  -0.41838   2.92427   1.71074  -1.59527  -3.82898  -0.69535   2.64178   7.59908  11.85456   7.05103   5.59415   9.15525  -2.76597 -20.04845 -10.41917   3.92728  12.57292  15.80410
  -9.06609  -5.25777  -3.87720  -2.73150  -3.41749  -5.24967  -5.18884  -1.06297   1.97133   8.96770  12.97903   6.47147   4.50105   1.31403 -11.16621 -20.74013  -2.57931  13.54634  20.22016  24.17623
  -8.71995  -9.03157  -7.52117  -5.59304  -6.66264  -8.54360  -5.40049  -0.39549   1.49650  10.18568  13.89845   8.04999   3.46161  -7.36010 -17.76113 -21.54512   0.86825  19.88353  25.74516  20.34654
 -16.86996 -12.29582  -9.99823  -8.90073  -9.43399  -9.96083  -4.51874   3.11372   6.04001  10.81421  12.50942   7.21182   0.54261 -10.24570 -18.60320 -18.94407   3.83530  22.10516  25.64586  22.49329
 -13.67303 -13.29408 -11.51339 -11.20911 -11.08526  -9.94909  -4.64860   2.73729   8.80135  14.15680  15.74846  10.83040   3.49284  -8.25882 -18.40240 -17.76107   2.50418  18.81391  19.79612  16.40764
 -18.71420 -14.31332 -12.47256 -11.00084  -8.53324  -6.24327  -2.10753   4.56322  10.43387  12.61666  14.03796  10.15803   1.94494  -6.08581 -11.19233  -9.98669   4.98732  16.44004  15.57176  18.71420
 -13.13253 -12.06712 -10.06983  -6.90635  -4.33224  -2.45404  -1.04964   4.36287  15.55123  21.95824  19.23689  13.01034   3.63085  -6.00636 -12.07334  -9.28661   1.93970   9.71373  11.79929  13.13253
 -10.36914  -8.33286  -7.03380  -3.44932  -1.66295   0.51811   2.43147   7.38159  15.50472  20.84333  18.24433  12.70958   4.21704  -3.52507  -8.45324  -6.09739   1.75307   7.94643  12.69245  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
