  21.12097  10.18768   9.87394   9.61219   0.00000   4.61171   9.08851   4.49475   4.46225   4.44615   8.89229  13.38674   8.98949   9.08851   9.22341  14.09524  14.41828  14.81091  10.18768  10.56048
  11.96443   8.61225   7.36047   7.11627   5.06580   4.77373   4.03435   2.27002   2.93604   4.44666   6.18724   9.05952   8.94164   8.73252   7.68133   8.81569  10.07311  10.55759  12.00810   9.57155
  10.94779  11.88125  11.74565   9.75920   8.25369   5.68877   3.53257   1.45111   0.83817   0.95514   2.29799   7.43580   8.97459   7.52068   3.93673   5.89776   9.25291  12.45818  13.89794  13.13734
  20.20920  16.78116  19.53699  17.04856  16.41400  14.64316  11.52770   7.10613   7.62408   8.13586   7.78401  10.42547   9.30167   3.68651  -1.13387   3.09888   9.92139  12.56436  14.04354  14.14644
  26.32281  21.31692  24.62694  22.71577  23.61642  21.61555  20.49952  17.33973  17.60254  18.44683  15.55406  11.31740   8.32943   3.98221   1.72004   7.04699  15.69911  14.60972  14.33770  11.28120
  22.91013  17.66002  19.78690  18.19493  16.74087  13.90944  16.32105  16.41280  14.96708  16.44818  14.66860   8.22217   8.13912   9.30460   8.11581  10.65608  16.39562  16.12831  14.97703  12.33622
   8.31695   8.46484   8.69619   8.43508   7.55436   8.92470  13.12660  16.61428  15.90486  17.29230  16.16352  12.19282  14.59205  18.64707  20.27203  20.59066  20.08706  17.52223  15.17497  13.30712
  -7.90205  -1.06808  -2.14737   2.26651   5.63135  11.02451  13.94033  16.83672  16.47149  17.99848  14.66774  14.82029  15.59562  20.28522  28.86876  31.56503  28.56119  19.56199  14.83441   9.48246
  -7.55507  -1.03393  -0.20184   5.07271   8.48996  14.19411  15.82588  15.19777  14.84639  16.21347  12.35939  14.10550  10.86744  16.02835  27.74647  31.09059  29.32837  20.27063  13.84657   9.06609
   1.45332   4.45512   7.24367  10.09988  12.98969  16.03183  17.29290  14.09262  12.08628   9.90618  10.61180  10.82587   9.91238  14.96321  22.01573  22.37413  19.40722  16.31169  10.36561  11.62660
   8.43498  10.56666  12.68891  14.53353  18.29068  19.28152  19.74920  17.79972  15.64775  10.30901  12.16690   9.03045   9.02770   8.82983   9.93609   9.00879   5.15004   7.26987   4.00303  12.65247
  15.04033  15.71218  16.72638  17.87721  18.63075  17.24501  15.01841  14.54445  13.20230   9.82377  11.03197   7.85483   7.38617   6.30626   3.42990  -1.15762  -5.92366  -2.51909  -2.32691   5.46921
  20.05093  18.89027  18.81960  17.10484  14.53363  10.32756   6.73812   6.20535   4.77593  -0.33609  -2.58530  -3.65003  -3.68932  -3.15827  -5.80400  -9.12335 -13.83648  -8.21703  -5.55483  -1.33673
  23.63856  18.97093  17.70659  13.06027  10.21127   6.20541   3.80271   1.92228   1.20131  -3.18712  -7.22548  -7.37125  -8.45972  -9.50745 -11.12377 -11.71641 -14.57626  -7.84553  -5.22423  -3.93976
  14.25756  13.65350  12.39126   8.52342   6.56527   4.92009   3.30411   1.39209  -0.03567  -3.51864  -6.72781  -6.19066  -6.11167  -7.07440  -8.65861  -7.32218  -8.67953  -5.88852  -4.02174  -3.88843
   5.13894   7.67340   7.65983   5.10901   2.56000   2.56817   0.00000   0.00000   0.00000  -2.59639  -2.59639  -2.59275  -2.58606  -2.57739 -10.27269  -2.56000  -2.55451  -2.55328  -5.11560   0.00000
